results_json_path,run_dir,dataset,model,hop,method,PE,beta,num_clients,num_iter,t,alpha,device,data_loading_option,fulltraining_flag,timestamp,n_reps,mean_global_acc_pct,std_global_acc_pct,best_global_acc_pct,mean_client_acc_pct,std_client_acc_pct,best_client_acc_pct,experiment_seeds,mean_rounds_executed,mean_training_time_s,duration_s,config_hash,training_config_hash,best_eval_acc_across_reps_pct
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_adjacency_GCN_beta1_clients4_hop1_iter50_t0.1_alpha0.5/results_Cora_adjacency_GCN_beta1_clients4_hop1_iter50_t0.1_alpha0.5_20260501_111925.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_adjacency_GCN_beta1_clients4_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Adj,no,1.0,4,50.0,0.1,0.5,cuda,adjacency,False,20260501_111925,5,80.26,0.9989994994993715,81.6,80.22881422737812,1.170286569740841,81.89167396192836,"42,43,44,45,46",108.2,29.618399999999998,187.80547547340393,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_adjacency_GCN_beta1_clients6_hop1_iter50_t0.1_alpha0.5/results_Cora_adjacency_GCN_beta1_clients6_hop1_iter50_t0.1_alpha0.5_20260501_112233.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_adjacency_GCN_beta1_clients6_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Adj,no,1.0,6,50.0,0.1,0.5,cuda,adjacency,False,20260501_112233,5,78.78,2.0129580224137817,81.5,78.62071912513176,1.8654000180931545,80.8940212895453,"42,43,44,45,46",94.6,31.0478,200.37070322036743,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_adjacency_GCN_beta1_clients8_hop1_iter50_t0.1_alpha0.5/results_Cora_adjacency_GCN_beta1_clients8_hop1_iter50_t0.1_alpha0.5_20260501_112554.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_adjacency_GCN_beta1_clients8_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Adj,no,1.0,8,50.0,0.1,0.5,cuda,adjacency,False,20260501_112554,5,77.2,0.8860022573334725,78.4,77.1828929156761,1.0001422341852009,78.27188822290736,"42,43,44,45,46",90.6,35.3972,227.52206683158875,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients10_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients10_hop1_iter50_t0.1_alpha0.5_20260501_123959.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients10_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,10,50.0,0.1,0.5,cuda,diffusion,False,20260501_123959,5,69.48,2.3647410006171894,73.3,69.41714422737077,2.3728384990657774,73.1868789885315,"42,43,44,45,46",87.0,39.3392,286.96574449539185,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients12_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients12_hop1_iter50_t0.1_alpha0.5_20260501_123442.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients12_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,12,50.0,0.1,0.5,cuda,diffusion,False,20260501_123442,5,69.56,0.8294576541331076,70.8,69.53811252469026,0.8282707310239833,70.75086095973963,"42,43,44,45,46",76.8,43.1876,316.6126039028168,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients14_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients14_hop1_iter50_t0.1_alpha0.5_20260501_122812.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients14_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,14,50.0,0.1,0.5,cuda,diffusion,False,20260501_122812,5,67.84,1.1058933040759364,69.0,67.85480034595648,1.1037547015347609,69.05500542715136,"42,43,44,45,46",90.6,55.3858,389.65622067451477,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients16_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients16_hop1_iter50_t0.1_alpha0.5_20260501_122139.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients16_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,16,50.0,0.1,0.5,cuda,diffusion,False,20260501_122139,5,67.0,2.0297783130184426,68.89999999999999,66.87392880815412,1.9408280072443735,68.60131059429978,"42,43,44,45,46",81.6,53.822,392.7266855239868,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients18_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients18_hop1_iter50_t0.1_alpha0.5_20260501_121400.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients18_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,18,50.0,0.1,0.5,cuda,diffusion,False,20260501_121400,5,65.74000000000001,1.4536161804272834,68.10000000000001,65.70701737334741,1.5010222680032024,68.09564373214879,"42,43,44,45,46",91.4,64.615,458.2791750431061,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients1_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients1_hop1_iter50_t0.1_alpha0.5_20260501_125745.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients1_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,1,50.0,0.1,0.5,cuda,diffusion,False,20260501_125745,5,80.72000000000001,0.27748873851022865,81.0,80.72000000000001,0.27748873851022865,81.0,"42,43,44,45,46",78.4,16.8138,118.03462862968445,,,
experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients20_hop1_iter50_t0.1_alpha0.5/results_Cora_diffusion_GCN_beta10000_clients20_hop1_iter50_t0.1_alpha0.5_20260501_120522.json,experiments/results/current/ablations/client_count/cora/R5_Cora_scalability/Cora_diffusion_GCN_beta10000_clients20_hop1_iter50_t0.1_alpha0.5,Cora,GCN,1,FedProp-Diff,no,10000.0,20,50.0,0.1,0.5,cuda,diffusion,False,20260501_120522,5,66.0,2.192031021678296,68.89999999999999,66.02001224885856,2.248832263099226,69.20134736843137,"42,43,44,45,46",96.8,73.7744,517.6722366809845,,,
