placement,table_id,table_caption,dataset,model,hop,partition,beta,method,PE,num_clients,accuracy,mean_acc_pct,std_acc_pct,n_reps,delta_vs_zerohop_pp,zerohop_acc_pct,num_iter,t,alpha,notes,source_summary_path,source_dataset,beta_label,zero_acc_pct,full_acc_pct,best_fedprop_method,best_fedprop_acc_pct,gain_vs_zero_pp,full_gap_pp,gap_closed_pct,gap_closed_clipped_pct,status,zero_n_reps,full_n_reps,fedprop_n_reps
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,non-IID (beta=10),10,Zero-hop,no,10,73.51 +/- 1.63 (n=10),73.50999999999999,1.625798948893198,10.0,0.0,73.50999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,IID (beta=10000),10000,FedProp-Adj,no,10,77.42 +/- 1.30 (n=20),77.425,1.300151812998047,20.0,8.05131578947369,69.3736842105263,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,IID (beta=10000),10000,FedProp-Adj,yes,10,78.80 +/- 0.67 (n=10),78.8,0.6666666666666672,10.0,9.42631578947369,69.3736842105263,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,IID (beta=10000),10000,FedProp-Diff,no,10,75.35 +/- 1.81 (n=10),75.35000000000001,1.8136825644098944,10.0,5.976315789473702,69.3736842105263,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,IID (beta=10000),10000,FedProp-Diff,yes,10,79.11 +/- 0.53 (n=10),79.11,0.5279941077112303,10.0,9.736315789473693,69.3736842105263,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,IID (beta=10000),10000,Full-graph,no,10,77.94 +/- 1.17 (n=20),77.935,1.1721662357407028,20.0,8.561315789473696,69.3736842105263,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,1,IID (beta=10000),10000,Zero-hop,no,10,69.37 +/- 3.37 (n=19),69.3736842105263,3.374058239842333,19.0,0.0,69.3736842105263,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,non-IID (beta=10),10,FedProp-Adj,no,10,76.93 +/- 0.40 (n=3),76.93333333333334,0.4041451884327384,3.0,2.4633333333333383,74.47,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,non-IID (beta=10),10,FedProp-Adj,yes,10,79.38 +/- 1.70 (n=10),79.38000000000001,1.6975799768428537,10.0,4.910000000000011,74.47,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,non-IID (beta=10),10,FedProp-Diff,no,10,75.97 +/- 0.47 (n=3),75.96666666666667,0.4725815626252612,3.0,1.4966666666666697,74.47,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,non-IID (beta=10),10,FedProp-Diff,yes,10,80.19 +/- 1.55 (n=10),80.19000000000001,1.5545274380195266,10.0,5.720000000000013,74.47,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,non-IID (beta=10),10,Full-graph,no,10,77.98 +/- 0.92 (n=10),77.98,0.921110440959414,10.0,3.510000000000005,74.47,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,non-IID (beta=10),10,Zero-hop,no,10,74.47 +/- 0.75 (n=10),74.47,0.7469196000165546,10.0,0.0,74.47,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,IID (beta=10000),10000,FedProp-Adj,no,10,80.20 +/- 0.53 (n=3),80.2,0.5291502622129186,3.0,6.439999999999998,73.76,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,IID (beta=10000),10000,FedProp-Adj,yes,10,79.89 +/- 0.85 (n=10),79.89,0.8543353491977764,10.0,6.1299999999999955,73.76,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,IID (beta=10000),10000,FedProp-Diff,no,10,79.80 +/- 0.87 (n=3),79.80000000000001,0.8660254037844394,3.0,6.040000000000006,73.76,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,IID (beta=10000),10000,FedProp-Diff,yes,10,80.19 +/- 0.49 (n=10),80.19000000000001,0.4909175083453435,10.0,6.430000000000007,73.76,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,IID (beta=10000),10000,Full-graph,no,10,77.62 +/- 1.45 (n=10),77.62,1.4520483616066129,10.0,3.8599999999999994,73.76,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),Pubmed,GCN,2,IID (beta=10000),10000,Zero-hop,no,10,73.76 +/- 1.15 (n=10),73.76,1.1529671865813595,10.0,0.0,73.76,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,non-IID (beta=1),1,FedProp-Adj,no,10,71.64 +/- 0.83 (n=5),71.64413719317737,0.8304861372445608,5.0,6.878587741497441,64.76554945167993,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,non-IID (beta=1),1,FedProp-Diff,no,10,72.14 +/- 0.52 (n=5),72.13752237516204,0.518684467609498,5.0,7.3719729234821045,64.76554945167993,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,non-IID (beta=1),1,Full-graph,no,10,71.14 +/- 0.56 (n=5),71.13964158591034,0.5573015660907732,5.0,6.374092134230409,64.76554945167993,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,non-IID (beta=1),1,Zero-hop,no,10,64.77 +/- 0.15 (n=5),64.76554945167993,0.1454207582882167,5.0,0.0,64.76554945167993,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,IID (beta=10000),10000,FedProp-Adj,no,10,67.73 +/- 1.52 (n=5),67.73491348270683,1.5193197264970764,5.0,8.354216817891903,59.38069666481493,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,IID (beta=10000),10000,FedProp-Diff,no,10,67.52 +/- 1.80 (n=5),67.52381540234143,1.7972418989524188,5.0,8.1431187375265,59.38069666481493,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,IID (beta=10000),10000,Full-graph,no,10,70.35 +/- 0.81 (n=5),70.34627492130116,0.81298513825643,5.0,10.965578256486232,59.38069666481493,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,1,IID (beta=10000),10000,Zero-hop,no,10,59.38 +/- 0.31 (n=5),59.38069666481493,0.3132025165068282,5.0,0.0,59.38069666481493,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,non-IID (beta=1),1,FedProp-Adj,no,10,69.90 +/- 0.67 (n=30),69.89993758958639,0.6674611990757705,30.0,5.89997873930966,63.99995885027673,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,non-IID (beta=1),1,FedProp-Diff,no,10,69.57 +/- 0.75 (n=10),69.56587041952143,0.7530814404172188,10.0,5.5659115692447045,63.99995885027673,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,non-IID (beta=1),1,Full-graph,no,10,65.00 +/- 0.85 (n=11),64.99860652073478,0.8472912337828346,11.0,0.9986476704580554,63.99995885027673,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,non-IID (beta=1),1,Zero-hop,no,10,64.00 +/- 0.15 (n=10),63.99995885027673,0.1518625195956376,10.0,0.0,63.99995885027673,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,IID (beta=10000),10000,FedProp-Adj,no,10,67.81 +/- 0.60 (n=30),67.81062897352015,0.6009875925670988,30.0,9.023517066847724,58.78711190667243,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,IID (beta=10000),10000,FedProp-Diff,no,10,67.33 +/- 0.65 (n=10),67.32855996543424,0.6509992649317784,10.0,8.541448058761809,58.78711190667243,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,IID (beta=10000),10000,Full-graph,no,10,69.41 +/- 0.23 (n=11),69.40929572248626,0.2270629648975843,11.0,10.622183815813834,58.78711190667243,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T1,GCN accuracy on homophilic benchmarks (IID and non-IID Dirichlet partitions),ogbn-arxiv,GCN,2,IID (beta=10000),10000,Zero-hop,no,10,58.79 +/- 0.18 (n=10),58.78711190667243,0.1827731611724666,10.0,0.0,58.78711190667243,80.0,1.0,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=1),1,FedProp-Adj,no,10,68.00 +/- 1.07 (n=10),68.0,1.0677078252031296,10.0,7.960000000000008,60.03999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=1),1,FedProp-Adj,yes,10,69.03 +/- 0.59 (n=20),69.035,0.5896252154859366,20.0,8.995000000000005,60.03999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=1),1,FedProp-Diff,no,10,63.78 +/- 1.88 (n=10),63.78,1.877232004841172,10.0,3.740000000000009,60.03999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=1),1,FedProp-Diff,yes,10,68.65 +/- 0.74 (n=10),68.65,0.738241153011666,10.0,8.610000000000014,60.03999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=1),1,Full-graph,no,10,69.23 +/- 0.87 (n=20),69.22500000000001,0.8704959264090388,20.0,9.185000000000016,60.03999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=1),1,Zero-hop,no,10,60.04 +/- 0.86 (n=10),60.03999999999999,0.8630694577430545,10.0,0.0,60.03999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=10),10,FedProp-Adj,no,10,64.81 +/- 1.94 (n=10),64.81,1.942764353526525,10.0,8.31000000000001,56.49999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=10),10,FedProp-Adj,yes,10,65.85 +/- 0.68 (n=20),65.85000000000001,0.6809436177293364,20.0,9.350000000000016,56.49999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=10),10,FedProp-Diff,no,10,58.03 +/- 4.98 (n=15),58.03333333333334,4.984069861162902,15.0,1.5333333333333456,56.49999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=10),10,FedProp-Diff,yes,10,64.57 +/- 0.89 (n=10),64.57000000000001,0.8895067297228412,10.0,8.070000000000014,56.49999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=10),10,Full-graph,no,10,68.75 +/- 1.21 (n=20),68.745,1.2067681938484298,20.0,12.245000000000012,56.49999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,non-IID (beta=10),10,Zero-hop,no,10,56.50 +/- 0.78 (n=10),56.49999999999999,0.7788880963698575,10.0,0.0,56.49999999999999,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,IID (beta=10000),10000,FedProp-Adj,no,10,65.50 +/- 1.78 (n=10),65.5,1.7845011752432245,10.0,8.399999999999999,57.1,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,IID (beta=10000),10000,FedProp-Adj,yes,10,66.62 +/- 1.19 (n=30),66.61666666666667,1.1876035949973278,30.0,9.516666666666673,57.1,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,IID (beta=10000),10000,FedProp-Diff,no,10,61.78 +/- 1.89 (n=10),61.78,1.886089428774081,10.0,4.68,57.1,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,IID (beta=10000),10000,FedProp-Diff,yes,10,65.09 +/- 0.73 (n=10),65.09,0.7324995259763357,10.0,7.990000000000002,57.1,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,IID (beta=10000),10000,Full-graph,no,10,68.30 +/- 0.94 (n=20),68.295,0.9394707356580556,20.0,11.195,57.1,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Citeseer,GAT,2,IID (beta=10000),10000,Zero-hop,no,10,57.10 +/- 1.63 (n=25),57.1,1.6345233759927258,25.0,0.0,57.1,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=1),1,FedProp-Adj,no,10,80.18 +/- 0.79 (n=10),80.18,0.7913420387052743,10.0,13.010000000000005,67.17,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=1),1,FedProp-Adj,yes,10,81.78 +/- 0.90 (n=10),81.78,0.9028350409189402,10.0,14.61,67.17,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=1),1,FedProp-Diff,no,10,76.88 +/- 1.17 (n=10),76.88000000000001,1.1659998094148891,10.0,9.710000000000008,67.17,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=1),1,FedProp-Diff,yes,10,79.90 +/- 0.65 (n=10),79.9,0.6531972647421813,10.0,12.730000000000004,67.17,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=1),1,Full-graph,no,10,81.03 +/- 0.69 (n=20),81.035,0.6899847443012171,20.0,13.864999999999995,67.17,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=1),1,Zero-hop,no,10,67.17 +/- 0.76 (n=10),67.17,0.7572611467944499,10.0,0.0,67.17,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=10),10,FedProp-Adj,no,10,74.83 +/- 1.52 (n=10),74.83,1.5173441710216369,10.0,13.379999999999995,61.45,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=10),10,FedProp-Adj,yes,10,78.03 +/- 1.19 (n=20),78.03,1.1916816954027185,20.0,16.58,61.45,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=10),10,FedProp-Diff,no,10,70.17 +/- 2.06 (n=10),70.17,2.062388044099469,10.0,8.719999999999999,61.45,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=10),10,FedProp-Diff,yes,10,75.33 +/- 0.97 (n=10),75.33,0.9661492868312048,10.0,13.879999999999995,61.45,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=10),10,Full-graph,no,10,80.94 +/- 0.84 (n=20),80.945,0.8357001476858188,20.0,19.49499999999999,61.45,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,non-IID (beta=10),10,Zero-hop,no,10,61.45 +/- 0.69 (n=10),61.45,0.6932211447695147,10.0,0.0,61.45,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,IID (beta=10000),10000,FedProp-Adj,no,10,74.53 +/- 2.36 (n=10),74.53,2.35704617406335,10.0,13.230000000000004,61.3,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,IID (beta=10000),10000,FedProp-Adj,yes,10,77.73 +/- 0.83 (n=40),77.7325,0.8266048880968719,40.0,16.432500000000005,61.3,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,IID (beta=10000),10000,FedProp-Diff,no,10,70.42 +/- 1.11 (n=20),70.41999999999999,1.108626461698866,20.0,9.11999999999999,61.3,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,IID (beta=10000),10000,FedProp-Diff,yes,10,75.63 +/- 0.86 (n=10),75.63,0.861587681744194,10.0,14.329999999999998,61.3,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,IID (beta=10000),10000,Full-graph,no,10,81.18 +/- 0.81 (n=20),81.17999999999999,0.8140865077528656,20.0,19.879999999999995,61.3,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Cora,GAT,2,IID (beta=10000),10000,Zero-hop,no,10,61.30 +/- 0.81 (n=20),61.3,0.8149911203907626,20.0,0.0,61.3,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=1),1,FedProp-Adj,no,10,71.94 +/- 0.42 (n=10),71.94,0.4221637386396688,10.0,8.051764705882348,63.88823529411765,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=1),1,FedProp-Adj,yes,10,74.84 +/- 0.87 (n=60),74.83833333333332,0.8688764743527224,60.0,10.950098039215675,63.88823529411765,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=1),1,FedProp-Diff,no,10,71.32 +/- 2.56 (n=10),71.32,2.5559516601236583,10.0,7.431764705882344,63.88823529411765,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=1),1,FedProp-Diff,yes,10,74.24 +/- 0.93 (n=50),74.236,0.9308236422981668,50.0,10.347764705882355,63.88823529411765,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=1),1,Full-graph,no,10,71.19 +/- 1.91 (n=40),71.195,1.9080060742794245,40.0,7.306764705882344,63.88823529411765,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=1),1,Zero-hop,no,10,63.89 +/- 2.27 (n=17),63.88823529411765,2.2734561665395003,17.0,0.0,63.88823529411765,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=10),10,FedProp-Adj,no,10,77.34 +/- 0.95 (n=10),77.34,0.9477458637325852,10.0,9.86999999999999,67.47000000000001,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=10),10,FedProp-Adj,yes,10,77.80 +/- 0.78 (n=70),77.80142857142857,0.7756237054817091,70.0,10.33142857142856,67.47000000000001,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=10),10,FedProp-Diff,no,10,75.64 +/- 0.95 (n=10),75.64,0.952423808559568,10.0,8.169999999999987,67.47000000000001,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=10),10,FedProp-Diff,yes,10,78.16 +/- 0.77 (n=50),78.158,0.7701285341965162,50.0,10.687999999999988,67.47000000000001,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
main,T2,GAT accuracy on citation benchmarks (2-hop),Pubmed,GAT,2,non-IID (beta=10),10,Full-graph,no,10,78.83 +/- 1.26 (n=50),78.83,1.2641444634573211,50.0,11.359999999999985,67.47000000000001,50.0,0.1,0.5,,experiments/results/current/summary_current_live_preferred.csv,,,,,,,,,,,,,,
